a,134,0,-1.0
a,189,0,-1.0
a,237,0,-1.0
a,410,0,-1.0
a,445,0,-1.0
a,530,0,-1.0
a,547,0,-1.0
a,564,0,-1.0
a,590,0,-1.0
a,133,1,-1.0
a,188,1,-1.0
a,327,1,-1.0
a,444,1,-1.0
a,509,1,-1.0
a,529,1,-1.0
a,546,1,-1.0
a,563,1,-1.0
a,599,1,-1.0
a,132,2,-1.0
a,236,2,-1.0
a,326,2,-1.0
a,409,2,-1.0
a,508,2,-1.0
a,545,2,-1.0
a,562,2,-1.0
a,589,2,-1.0
a,598,2,-1.0
a,131,3,-1.0
a,187,3,-1.0
a,369,3,-1.0
a,408,3,-1.0
a,480,3,-1.0
a,528,3,-1.0
a,544,3,-1.0
a,581,3,-1.0
a,588,3,-1.0
a,130,4,-1.0
a,186,4,-1.0
a,279,4,-1.0
a,479,4,-1.0
a,507,4,-1.0
a,527,4,-1.0
a,543,4,-1.0
a,580,4,-1.0
a,597,4,-1.0
a,129,5,-1.0
a,278,5,-1.0
a,368,5,-1.0
a,407,5,-1.0
a,506,5,-1.0
a,542,5,-1.0
a,579,5,-1.0
a,587,5,-1.0
a,596,5,-1.0
a,128,6,-1.0
a,235,6,-1.0
a,367,6,-1.0
a,443,6,-1.0
a,478,6,-1.0
a,526,6,-1.0
a,561,6,-1.0
a,578,6,-1.0
a,586,6,-1.0
a,127,7,-1.0
a,277,7,-1.0
a,325,7,-1.0
a,442,7,-1.0
a,477,7,-1.0
a,525,7,-1.0
a,560,7,-1.0
a,577,7,-1.0
a,595,7,-1.0
a,126,8,-1.0
a,234,8,-1.0
a,276,8,-1.0
a,324,8,-1.0
a,366,8,-1.0
a,559,8,-1.0
a,576,8,-1.0
a,585,8,-1.0
a,594,8,-1.0
a,185,9,-1.0
a,233,9,-1.0
a,365,9,-1.0
a,406,9,-1.0
a,441,9,-1.0
a,476,9,-1.0
a,541,9,-1.0
a,558,9,-1.0
a,575,9,-1.0
a,184,10,-1.0
a,275,10,-1.0
a,323,10,-1.0
a,440,10,-1.0
a,475,10,-1.0
a,505,10,-1.0
a,540,10,-1.0
a,557,10,-1.0
a,574,10,-1.0
a,232,11,-1.0
a,274,11,-1.0
a,322,11,-1.0
a,364,11,-1.0
a,405,11,-1.0
a,504,11,-1.0
a,539,11,-1.0
a,556,11,-1.0
a,573,11,-1.0
a,183,12,-1.0
a,231,12,-1.0
a,321,12,-1.0
a,404,12,-1.0
a,439,12,-1.0
a,503,12,-1.0
a,524,12,-1.0
a,584,12,-1.0
a,593,12,-1.0
a,182,13,-1.0
a,273,13,-1.0
a,363,13,-1.0
a,403,13,-1.0
a,474,13,-1.0
a,502,13,-1.0
a,523,13,-1.0
a,583,13,-1.0
a,592,13,-1.0
a,230,14,-1.0
a,272,14,-1.0
a,320,14,-1.0
a,362,14,-1.0
a,438,14,-1.0
a,473,14,-1.0
a,522,14,-1.0
a,582,14,-1.0
a,591,14,-1.0
a,181,15,-1.0
a,229,15,-1.0
a,271,15,-1.0
a,319,15,-1.0
a,361,15,-1.0
a,402,15,-1.0
a,437,15,-1.0
a,472,15,-1.0
a,501,15,-1.0
a,180,16,-1.0
a,436,16,-1.0
a,471,16,-1.0
a,538,16,-1.0
a,555,16,-1.0
a,572,16,-1.0
a,595,16,1.0
a,597,16,1.0
a,599,16,1.0
a,228,17,-1.0
a,360,17,-1.0
a,401,17,-1.0
a,537,17,-1.0
a,554,17,-1.0
a,571,17,-1.0
a,594,17,1.0
a,596,17,1.0
a,598,17,1.0
a,179,18,-1.0
a,227,18,-1.0
a,400,18,-1.0
a,435,18,-1.0
a,536,18,-1.0
a,553,18,-1.0
a,593,18,1.0
a,598,18,-1.0
a,599,18,-1.0
a,178,19,-1.0
a,359,19,-1.0
a,399,19,-1.0
a,470,19,-1.0
a,535,19,-1.0
a,570,19,-1.0
a,592,19,1.0
a,596,19,-1.0
a,597,19,-1.0
a,226,20,-1.0
a,358,20,-1.0
a,434,20,-1.0
a,469,20,-1.0
a,552,20,-1.0
a,569,20,-1.0
a,591,20,1.0
a,594,20,-1.0
a,595,20,-1.0
a,177,21,-1.0
a,225,21,-1.0
a,357,21,-1.0
a,398,21,-1.0
a,433,21,-1.0
a,468,21,-1.0
a,591,21,-1.0
a,592,21,-1.0
a,593,21,-1.0
a,176,22,-1.0
a,432,22,-1.0
a,467,22,-1.0
a,534,22,-1.0
a,551,22,-1.0
a,568,22,-1.0
a,586,22,1.0
a,588,22,1.0
a,590,22,1.0
a,270,23,-1.0
a,318,23,-1.0
a,500,23,-1.0
a,533,23,-1.0
a,550,23,-1.0
a,567,23,-1.0
a,585,23,1.0
a,587,23,1.0
a,589,23,1.0
a,175,24,-1.0
a,317,24,-1.0
a,431,24,-1.0
